id,title,genres,overview,image
49918,Boku no Hero Academia 6th Season,"Action, School, Shounen, Super Power","Genres: Action, School, Shounen, Super Power. Studio: Bones. Rating: 8.21",https://cdn.myanimelist.net/images/anime/1483/126005.jpg
43299,Wonder Egg Priority,"Drama, Psychological, Supernatural, Suspense","Genres: Drama, Psychological, Supernatural, Suspense. Studio: CloverWorks. Rating: 7.53",https://cdn.myanimelist.net/images/anime/1079/110751.webp
6,Trigun,"Action, Adult Cast, Adventure, Sci-Fi, Shounen","Genres: Action, Adult Cast, Adventure, Sci-Fi, Shounen. Studio: Madhouse. Rating: 8.22",https://cdn.myanimelist.net/images/anime/1130/120002.webp
24415,Kuroko no Basket 3rd Season,"School, Shounen, Sports, Team Sports","Genres: School, Shounen, Sports, Team Sports. Studio: Production I.G. Rating: 8.29",https://cdn.myanimelist.net/images/anime/4/68299.webp
37982,Domestic na Kanojo,"Drama, Love Polygon, Romance, School, Shounen","Genres: Drama, Love Polygon, Romance, School, Shounen. Studio: Diomedéa. Rating: 6.6",https://cdn.myanimelist.net/images/anime/1021/95670.webp
32542,Sakamoto desu ga?,"Comedy, Gag Humor, School, Seinen","Genres: Comedy, Gag Humor, School, Seinen. Studio: Studio Deen. Rating: 7.53",https://cdn.myanimelist.net/images/anime/4/79468.webp
437,Perfect Blue,"Adult Cast, Avant Garde, Award Winning, Drama, Horror, Psychological, Showbiz, Suspense","Genres: Adult Cast, Avant Garde, Award Winning, Drama, Horror, Psychological, Showbiz, Suspense. Studio: Madhouse. Rating: 8.56",https://cdn.myanimelist.net/images/anime/1254/134212.webp
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"Drama, Romance, School, Supernatural","Genres: Drama, Romance, School, Supernatural. Studio: CloverWorks. Rating: 8.59",https://cdn.myanimelist.net/images/anime/1613/102179.jpg
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Comedy, Love Polygon, Romance, School","Genres: Comedy, Love Polygon, Romance, School. Studio: feel.. Rating: 8.35",https://cdn.myanimelist.net/images/anime/1958/107912.jpg
39783,5-toubun no Hanayome ∬,"Comedy, Harem, Romance, School, Shounen","Genres: Comedy, Harem, Romance, School, Shounen. Studio: Bibury Animation Studios. Rating: 8.0",https://cdn.myanimelist.net/images/anime/1775/109514.jpg
36882,Arifureta Shokugyou de Sekai Saikyou,"Action, Adventure, Fantasy, Harem, Isekai","Genres: Action, Adventure, Fantasy, Harem, Isekai. Studio: asread., White Fox. Rating: 6.72",https://cdn.myanimelist.net/images/anime/1776/97682.jpg
13125,Shinsekai yori,"Drama, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Suspense","Genres: Drama, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Suspense. Studio: A-1 Pictures. Rating: 8.24",https://cdn.myanimelist.net/images/anime/1549/136389.webp
33506,Ao no Exorcist: Kyoto Fujouou-hen,"Action, Mythology, School, Shounen, Supernatural","Genres: Action, Mythology, School, Shounen, Supernatural. Studio: A-1 Pictures. Rating: 7.34",https://cdn.myanimelist.net/images/anime/5/85201.jpg
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,"Drama, Psychological, School, Suspense","Genres: Drama, Psychological, School, Suspense. Studio: Lerche. Rating: 8.03",https://cdn.myanimelist.net/images/anime/1010/124180.jpg
32951,Rokudenashi Majutsu Koushi to Akashic Records,"Action, Fantasy, School","Genres: Action, Fantasy, School. Studio: LIDENFILMS. Rating: 7.1",https://cdn.myanimelist.net/images/anime/8/85593.jpg
36896,Boku no Hero Academia the Movie 1: Futari no Hero,"Action, Shounen, Super Power","Genres: Action, Shounen, Super Power. Studio: Bones. Rating: 7.52",https://cdn.myanimelist.net/images/anime/1736/93138.jpg
52211,Mashle,"Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen","Genres: Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen. Studio: A-1 Pictures. Rating: 7.61",https://cdn.myanimelist.net/images/anime/1218/135107.webp
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy","Genres: Action, Adult Cast, Adventure, Fantasy, Urban Fantasy. Studio: A-1 Pictures. Rating: 8.51",https://cdn.myanimelist.net/images/anime/1448/147351.webp
47917,Bocchi the Rock!,"CGDCT, Comedy, Music","Genres: CGDCT, Comedy, Music. Studio: CloverWorks. Rating: 8.72",https://cdn.myanimelist.net/images/anime/1448/127956.jpg
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy, Isekai","Genres: Action, Adventure, Drama, Fantasy, Isekai. Studio: A-1 Pictures. Rating: 7.66",https://cdn.myanimelist.net/images/anime/13/77976.jpg
30307,Monster Musume no Iru Nichijou,"Anthropomorphic, Comedy, Ecchi, Fantasy, Harem, Romance, Seinen, Urban Fantasy","Genres: Anthropomorphic, Comedy, Ecchi, Fantasy, Harem, Romance, Seinen, Urban Fantasy. Studio: Lerche. Rating: 6.91",https://cdn.myanimelist.net/images/anime/9/75104.webp
14467,K,"Action, Mystery, Super Power","Genres: Action, Mystery, Super Power. Studio: GoHands. Rating: 7.41",https://cdn.myanimelist.net/images/anime/3/47607.webp
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,"Action, Comedy, Ecchi, Fantasy, Harem, Isekai, Romance","Genres: Action, Comedy, Ecchi, Fantasy, Harem, Isekai, Romance. Studio: Ajia-do. Rating: 6.8",https://cdn.myanimelist.net/images/anime/1649/93412.webp
31798,Kiznaiver,"Drama, Romance, Sci-Fi","Genres: Drama, Romance, Sci-Fi. Studio: Trigger. Rating: 7.36",https://cdn.myanimelist.net/images/anime/1085/147246.jpg
18671,Chuunibyou demo Koi ga Shitai! Ren,"Comedy, Romance, School","Genres: Comedy, Romance, School. Studio: Kyoto Animation. Rating: 7.55",https://cdn.myanimelist.net/images/anime/7/56643.jpg
55701,Kimetsu no Yaiba: Hashira Geiko-hen,"Action, Historical, Shounen, Supernatural","Genres: Action, Historical, Shounen, Supernatural. Studio: ufotable. Rating: 8.0",https://cdn.myanimelist.net/images/anime/1565/142711.jpg
39701,Nanatsu no Taizai: Kamigami no Gekirin,"Action, Adventure, Fantasy, Shounen","Genres: Action, Adventure, Fantasy, Shounen. Studio: Studio Deen. Rating: 6.47",https://cdn.myanimelist.net/images/anime/1546/103418.webp
32998,91 Days,"Action, Adult Cast, Drama, Historical, Organized Crime, Suspense","Genres: Action, Adult Cast, Drama, Historical, Organized Crime, Suspense. Studio: Shuka. Rating: 7.82",https://cdn.myanimelist.net/images/anime/13/80515.jpg
270,Hellsing,"Action, Adult Cast, Gore, Horror, Seinen, Supernatural, Vampire","Genres: Action, Adult Cast, Gore, Horror, Seinen, Supernatural, Vampire. Studio: Gonzo. Rating: 7.5",https://cdn.myanimelist.net/images/anime/10/19956.webp
50346,Yofukashi no Uta,"Romance, Shounen, Supernatural, Vampire","Genres: Romance, Shounen, Supernatural, Vampire. Studio: LIDENFILMS. Rating: 7.94",https://cdn.myanimelist.net/images/anime/1045/123711.jpg
877,Nana,"Adult Cast, Drama, Love Polygon, Music, Romance, Shoujo","Genres: Adult Cast, Drama, Love Polygon, Music, Romance, Shoujo. Studio: Madhouse. Rating: 8.58",https://cdn.myanimelist.net/images/anime/2/11232.jpg
34902,Tsurezure Children,"Comedy, Romance, School, Shounen","Genres: Comedy, Romance, School, Shounen. Studio: Studio Gokumi. Rating: 7.53",https://cdn.myanimelist.net/images/anime/12/86676.webp
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,"Adventure, Drama, Fantasy, Isekai, Reincarnation, School","Genres: Adventure, Drama, Fantasy, Isekai, Reincarnation, School. Studio: Studio Bind. Rating: 8.19",https://cdn.myanimelist.net/images/anime/1898/138005.jpg
31765,Sword Art Online Movie: Ordinal Scale,"Action, Adventure, Sci-Fi, Video Game","Genres: Action, Adventure, Sci-Fi, Video Game. Studio: A-1 Pictures. Rating: 7.56",https://cdn.myanimelist.net/images/anime/1557/123313.jpg
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Ecchi, Gourmet, School, Shounen","Genres: Ecchi, Gourmet, School, Shounen. Studio: J.C.Staff. Rating: 7.92",https://cdn.myanimelist.net/images/anime/1604/93531.jpg
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Fantasy, Shounen","Genres: Action, Adventure, Fantasy, Shounen. Studio: A-1 Pictures. Rating: 6.94",https://cdn.myanimelist.net/images/anime/13/79331.webp
11597,Nisemonogatari,"Comedy, Ecchi, Mystery, Supernatural","Genres: Comedy, Ecchi, Mystery, Supernatural. Studio: Shaft. Rating: 8.12",https://cdn.myanimelist.net/images/anime/1044/103654.jpg
33,Kenpuu Denki Berserk,"Action, Adventure, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen","Genres: Action, Adventure, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen. Studio: OLM. Rating: 8.61",https://cdn.myanimelist.net/images/anime/1384/119988.jpg
578,Hotaru no Haka,"Drama, Historical","Genres: Drama, Historical. Studio: Studio Ghibli. Rating: 8.54",https://cdn.myanimelist.net/images/anime/1485/141208.jpg
32901,Eromanga-sensei,"Comedy, Ecchi, Otaku Culture, Romance","Genres: Comedy, Ecchi, Otaku Culture, Romance. Studio: A-1 Pictures. Rating: 6.31",https://cdn.myanimelist.net/images/anime/2/86468.jpg
40834,Ousama Ranking,"Adventure, Fantasy","Genres: Adventure, Fantasy. Studio: Wit Studio. Rating: 8.48",https://cdn.myanimelist.net/images/anime/1347/117616.jpg
7791,K-On!!,"Award Winning, CGDCT, Comedy, Music, School","Genres: Award Winning, CGDCT, Comedy, Music, School. Studio: Kyoto Animation. Rating: 8.19",https://cdn.myanimelist.net/images/anime/12/76121.jpg
392,Yuu☆Yuu☆Hakusho,"Action, Martial Arts, Mythology, Shounen, Supernatural","Genres: Action, Martial Arts, Mythology, Shounen, Supernatural. Studio: Studio Pierrot. Rating: 8.46",https://cdn.myanimelist.net/images/anime/1228/111372.jpg
40052,Great Pretender,"Action, Adult Cast, Adventure, Mystery, Organized Crime","Genres: Action, Adult Cast, Adventure, Mystery, Organized Crime. Studio: Wit Studio. Rating: 8.19",https://cdn.myanimelist.net/images/anime/1418/107954.jpg
52588,Kaijuu 8-gou,"Action, Adult Cast, Fantasy, Military, Sci-Fi, Shounen, Urban Fantasy","Genres: Action, Adult Cast, Fantasy, Military, Sci-Fi, Shounen, Urban Fantasy. Studio: Production I.G. Rating: 8.2",https://cdn.myanimelist.net/images/anime/1370/140362.jpg
11759,Accel World,"Action, Romance, School, Sci-Fi, Video Game","Genres: Action, Romance, School, Sci-Fi, Video Game. Studio: Sunrise. Rating: 7.2",https://cdn.myanimelist.net/images/anime/1002/135430.jpg
27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen","Genres: Comedy, Harem, Romance, School, Shounen. Studio: Shaft. Rating: 7.35",https://cdn.myanimelist.net/images/anime/13/72626.webp
30123,Akagami no Shirayuki-hime,"Drama, Medical, Romance, Shoujo","Genres: Drama, Medical, Romance, Shoujo. Studio: Bones. Rating: 7.76",https://cdn.myanimelist.net/images/anime/10/75764.jpg
35994,Satsuriku no Tenshi,"Adventure, Gore, Horror, Psychological, Suspense","Genres: Adventure, Gore, Horror, Psychological, Suspense. Studio: J.C.Staff. Rating: 6.97",https://cdn.myanimelist.net/images/anime/1862/95624.webp
28825,Himouto! Umaru-chan,"Comedy, Otaku Culture, School, Seinen","Genres: Comedy, Otaku Culture, School, Seinen. Studio: Doga Kobo. Rating: 7.09",https://cdn.myanimelist.net/images/anime/12/75086.jpg
31646,3-gatsu no Lion,"Drama, Seinen, Strategy Game","Genres: Drama, Seinen, Strategy Game. Studio: Shaft. Rating: 8.37",https://cdn.myanimelist.net/images/anime/3/82899.webp
37987,Violet Evergarden Movie,"Award Winning, Drama","Genres: Award Winning, Drama. Studio: Kyoto Animation. Rating: 8.83",https://cdn.myanimelist.net/images/anime/1825/110716.webp
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo","Genres: Comedy, Romance, Shoujo. Studio: Madhouse. Rating: 7.89",https://cdn.myanimelist.net/images/anime/13/69455.webp
32949,Kuzu no Honkai,"Drama, Love Polygon, Romance, School, Seinen","Genres: Drama, Love Polygon, Romance, School, Seinen. Studio: Lerche. Rating: 7.06",https://cdn.myanimelist.net/images/anime/5/83937.webp
14713,Kamisama Hajimemashita,"Comedy, Mythology, Romance, Shoujo, Supernatural","Genres: Comedy, Mythology, Romance, Shoujo, Supernatural. Studio: TMS Entertainment. Rating: 8.13",https://cdn.myanimelist.net/images/anime/3/85429.webp
23233,Shinmai Maou no Testament,"Action, Ecchi, Harem, Supernatural","Genres: Action, Ecchi, Harem, Supernatural. Studio: Production IMS. Rating: 6.68",https://cdn.myanimelist.net/images/anime/1654/112033.webp
1482,D.Gray-man,"Action, Adventure, Fantasy, Shounen, Urban Fantasy","Genres: Action, Adventure, Fantasy, Shounen, Urban Fantasy. Studio: TMS Entertainment. Rating: 8.0",https://cdn.myanimelist.net/images/anime/13/75194.jpg
2993,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire","Genres: Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire. Studio: Gonzo. Rating: 6.73",https://cdn.myanimelist.net/images/anime/12/75242.webp
34612,Saiki Kusuo no Ψ-nan 2,"Comedy, Gag Humor, School, Shounen, Super Power","Genres: Comedy, Gag Humor, School, Shounen, Super Power. Studio: J.C.Staff, Egg Firm. Rating: 8.41",https://cdn.myanimelist.net/images/anime/1961/91383.webp
1818,Claymore,"Action, Adventure, Fantasy, Gore, Shounen","Genres: Action, Adventure, Fantasy, Gore, Shounen. Studio: Madhouse. Rating: 7.73",https://cdn.myanimelist.net/images/anime/3/21834.webp
11633,Blood Lad,"Action, Comedy, Delinquents, Fantasy, Seinen, Vampire","Genres: Action, Comedy, Delinquents, Fantasy, Seinen, Vampire. Studio: Brain's Base. Rating: 7.23",https://cdn.myanimelist.net/images/anime/11/47677.webp
41467,Bleach: Sennen Kessen-hen,"Action, Adventure, Shounen, Supernatural","Genres: Action, Adventure, Shounen, Supernatural. Studio: Studio Pierrot. Rating: 8.98",https://cdn.myanimelist.net/images/anime/1908/135431.jpg
790,Ergo Proxy,"Adult Cast, Mystery, Psychological, Sci-Fi, Suspense","Genres: Adult Cast, Mystery, Psychological, Sci-Fi, Suspense. Studio: Manglobe. Rating: 7.9",https://cdn.myanimelist.net/images/anime/1183/136187.jpg
17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire","Genres: Comedy, Mystery, Romance, Supernatural, Vampire. Studio: Shaft. Rating: 8.76",https://cdn.myanimelist.net/images/anime/1807/121534.webp
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Otaku Culture","Genres: Comedy, Otaku Culture. Studio: AIC Build. Rating: 6.92",https://cdn.myanimelist.net/images/anime/1508/129576.webp
23277,Saenai Heroine no Sodatekata,"Comedy, Ecchi, Harem, Otaku Culture, Romance, School","Genres: Comedy, Ecchi, Harem, Otaku Culture, Romance, School. Studio: A-1 Pictures. Rating: 7.47",https://cdn.myanimelist.net/images/anime/1329/142757.jpg
22789,Barakamon,"Childcare, Iyashikei, Slice of Life, Visual Arts","Genres: Childcare, Iyashikei, Slice of Life, Visual Arts. Studio: Kinema Citrus. Rating: 8.36",https://cdn.myanimelist.net/images/anime/1426/111248.webp
2476,School Days,"Drama, Harem, Romance, School","Genres: Drama, Harem, Romance, School. Studio: TNK. Rating: 5.5",https://cdn.myanimelist.net/images/anime/1593/122440.webp
33489,Little Witch Academia (TV),"Adventure, Comedy, Fantasy, School","Genres: Adventure, Comedy, Fantasy, School. Studio: Trigger. Rating: 7.81",https://cdn.myanimelist.net/images/anime/1520/147248.jpg
38003,Bungou Stray Dogs 3rd Season,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power","Genres: Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power. Studio: Bones. Rating: 8.19",https://cdn.myanimelist.net/images/anime/1037/100463.jpg
43,Koukaku Kidoutai,"Adult Cast, Award Winning, Detective, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Suspense","Genres: Adult Cast, Award Winning, Detective, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Suspense. Studio: Production I.G. Rating: 8.27",https://cdn.myanimelist.net/images/anime/10/82594.jpg
34542,Inuyashiki,"Action, Drama, Gore, Psychological, Sci-Fi, Seinen, Suspense","Genres: Action, Drama, Gore, Psychological, Sci-Fi, Seinen, Suspense. Studio: MAPPA. Rating: 7.62",https://cdn.myanimelist.net/images/anime/7/88471.webp
30544,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Urban Fantasy","Genres: Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Urban Fantasy. Studio: A-1 Pictures. Rating: 6.8",https://cdn.myanimelist.net/images/anime/5/76034.jpg
34618,Blend S,"Comedy, Workplace","Genres: Comedy, Workplace. Studio: A-1 Pictures. Rating: 7.23",https://cdn.myanimelist.net/images/anime/6/88286.jpg
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy, School","Genres: Comedy, School. Studio: SILVER LINK.. Rating: 6.99",https://cdn.myanimelist.net/images/anime/12/51619.jpg
22147,Amagi Brilliant Park,"Comedy, Supernatural, Workplace","Genres: Comedy, Supernatural, Workplace. Studio: Kyoto Animation. Rating: 7.45",https://cdn.myanimelist.net/images/anime/5/85435.webp
34280,Gamers!,"Comedy, Love Polygon, Romance, School, Video Game","Genres: Comedy, Love Polygon, Romance, School, Video Game. Studio: PINE JAM. Rating: 6.72",https://cdn.myanimelist.net/images/anime/4/86828.webp
263,Hajime no Ippo,"Combat Sports, Shounen, Sports","Genres: Combat Sports, Shounen, Sports. Studio: Madhouse. Rating: 8.78",https://cdn.myanimelist.net/images/anime/4/86334.jpg
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,"Action, Adventure, Comedy, Fantasy, Isekai, Parody","Genres: Action, Adventure, Comedy, Fantasy, Isekai, Parody. Studio: White Fox. Rating: 7.46",https://cdn.myanimelist.net/images/anime/1715/103419.webp
1887,Lucky☆Star,"CGDCT, Comedy, Gag Humor, Otaku Culture, School","Genres: CGDCT, Comedy, Gag Humor, Otaku Culture, School. Studio: Kyoto Animation. Rating: 7.76",https://cdn.myanimelist.net/images/anime/1561/115660.webp
37141,Hataraku Saibou,"Anthropomorphic, Comedy, Educational, Medical, Shounen","Genres: Anthropomorphic, Comedy, Educational, Medical, Shounen. Studio: David Production. Rating: 7.54",https://cdn.myanimelist.net/images/anime/1141/117446.jpg
14289,Suki tte Ii na yo.,"Drama, Romance, School, Shoujo","Genres: Drama, Romance, School, Shoujo. Studio: Zexcs. Rating: 7.38",https://cdn.myanimelist.net/images/anime/11/39777.webp
53887,Spy x Family Season 2,"Action, Childcare, Comedy, Shounen, Super Power","Genres: Action, Childcare, Comedy, Shounen, Super Power. Studio: Wit Studio, CloverWorks. Rating: 8.05",https://cdn.myanimelist.net/images/anime/1506/138982.webp
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Adult Cast, Comedy, Seinen, Survival, Suspense","Genres: Adult Cast, Comedy, Seinen, Survival, Suspense. Studio: BUG FILMS. Rating: 7.69",https://cdn.myanimelist.net/images/anime/1384/136408.jpg
23281,Psycho-Pass 2,"Action, Adult Cast, Detective, Mystery, Psychological, Sci-Fi, Suspense","Genres: Action, Adult Cast, Detective, Mystery, Psychological, Sci-Fi, Suspense. Studio: Tatsunoko Production. Rating: 7.41",https://cdn.myanimelist.net/images/anime/1197/100616.webp
28977,Gintama°,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen","Genres: Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen. Studio: Bandai Namco Pictures. Rating: 9.05",https://cdn.myanimelist.net/images/anime/3/72078.jpg
39534,Jibaku Shounen Hanako-kun,"School, Shounen, Supernatural","Genres: School, Shounen, Supernatural. Studio: Lerche. Rating: 7.82",https://cdn.myanimelist.net/images/anime/1050/111687.jpg
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,"Action, Adventure, Fantasy, Video Game","Genres: Action, Adventure, Fantasy, Video Game. Studio: A-1 Pictures. Rating: 7.52",https://cdn.myanimelist.net/images/anime/1438/105106.jpg
47194,Summertime Render,"Mystery, Shounen, Supernatural, Suspense, Time Travel","Genres: Mystery, Shounen, Supernatural, Suspense, Time Travel. Studio: OLM. Rating: 8.46",https://cdn.myanimelist.net/images/anime/1120/120796.jpg
19163,Date A Live II,"Action, Fantasy, Harem, Romance, School, Sci-Fi, Urban Fantasy","Genres: Action, Fantasy, Harem, Romance, School, Sci-Fi, Urban Fantasy. Studio: Production IMS. Rating: 7.17",https://cdn.myanimelist.net/images/anime/1690/141818.webp
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"Action, Adventure, Fantasy","Genres: Action, Adventure, Fantasy. Studio: J.C.Staff. Rating: 7.47",https://cdn.myanimelist.net/images/anime/1523/108380.webp
3455,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen","Genres: Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen. Studio: Xebec. Rating: 6.96",https://cdn.myanimelist.net/images/anime/1292/147431.webp
527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids","Genres: Action, Adventure, Comedy, Fantasy, Kids. Studio: OLM. Rating: 7.42",https://cdn.myanimelist.net/images/anime/1787/140239.jpg
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen","Genres: Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen. Studio: Toei Animation. Rating: 6.53",https://cdn.myanimelist.net/images/anime/1262/93119.jpg
9041,IS: Infinite Stratos,"Action, Comedy, Ecchi, Harem, Romance, School, Sci-Fi","Genres: Action, Comedy, Ecchi, Harem, Romance, School, Sci-Fi. Studio: 8bit. Rating: 6.6",https://cdn.myanimelist.net/images/anime/3/74045.webp
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Drama, Romance","Genres: Drama, Romance. Studio: Project No.9. Rating: 7.25",https://cdn.myanimelist.net/images/anime/1146/113477.jpg
36475,Sword Art Online Alternative: Gun Gale Online,"Action, Military, Video Game","Genres: Action, Military, Video Game. Studio: Studio 3Hz. Rating: 7.01",https://cdn.myanimelist.net/images/anime/1141/93288.webp
28497,Rokka no Yuusha,"Action, Fantasy, Mystery","Genres: Action, Fantasy, Mystery. Studio: Passione. Rating: 7.25",https://cdn.myanimelist.net/images/anime/9/74374.jpg
39940,Shokugeki no Souma: Shin no Sara,"Ecchi, Gourmet, School, Shounen","Genres: Ecchi, Gourmet, School, Shounen. Studio: J.C.Staff. Rating: 7.73",https://cdn.myanimelist.net/images/anime/1072/110175.webp
16870,The Last: Naruto the Movie,"Action, Adventure, Fantasy, Romance, Shounen","Genres: Action, Adventure, Fantasy, Romance, Shounen. Studio: Studio Pierrot. Rating: 7.8",https://cdn.myanimelist.net/images/anime/1491/134498.webp
18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Urban Fantasy, Vampire","Genres: Action, Ecchi, Fantasy, Harem, School, Urban Fantasy, Vampire. Studio: SILVER LINK., Connect. Rating: 7.0",https://cdn.myanimelist.net/images/anime/5/56163.webp
512,Majo no Takkyuubin,"Adventure, Award Winning, Comedy, Drama, Fantasy","Genres: Adventure, Award Winning, Comedy, Drama, Fantasy. Studio: Studio Ghibli. Rating: 8.24",https://cdn.myanimelist.net/images/anime/1579/140483.jpg
6347,Baka to Test to Shoukanjuu,"Comedy, Love Polygon, Romance, School","Genres: Comedy, Love Polygon, Romance, School. Studio: SILVER LINK.. Rating: 7.49",https://cdn.myanimelist.net/images/anime/3/50389.jpg
36407,Kenja no Mago,"Action, Comedy, Fantasy, Isekai, Reincarnation, Romance","Genres: Action, Comedy, Fantasy, Isekai, Reincarnation, Romance. Studio: SILVER LINK.. Rating: 6.61",https://cdn.myanimelist.net/images/anime/1261/100452.webp
11499,Sankarea,"Comedy, Ecchi, Horror, Love Polygon, Romance, Shounen, Supernatural","Genres: Comedy, Ecchi, Horror, Love Polygon, Romance, Shounen, Supernatural. Studio: Studio Deen. Rating: 7.26",https://cdn.myanimelist.net/images/anime/1487/95651.webp
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Otaku Culture, Romance, School, Shounen, Supernatural","Genres: Comedy, Harem, Otaku Culture, Romance, School, Shounen, Supernatural. Studio: Manglobe. Rating: 7.63",https://cdn.myanimelist.net/images/anime/2/43361.webp
2034,Lovely★Complex,"Comedy, Romance, School, Shoujo","Genres: Comedy, Romance, School, Shoujo. Studio: Toei Animation. Rating: 8.03",https://cdn.myanimelist.net/images/anime/11/75563.jpg
2890,Gake no Ue no Ponyo,"Adventure, Award Winning, Fantasy","Genres: Adventure, Award Winning, Fantasy. Studio: Studio Ghibli. Rating: 7.97",https://cdn.myanimelist.net/images/anime/1331/138727.jpg
17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School, Suspense","Genres: Drama, Harem, Psychological, Romance, School, Suspense. Studio: 8bit. Rating: 7.45",https://cdn.myanimelist.net/images/anime/1645/112632.webp
7674,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen","Genres: Comedy, Drama, Otaku Culture, Romance, Shounen. Studio: J.C.Staff. Rating: 8.17",https://cdn.myanimelist.net/images/anime/6/26138.webp
48569,86 Part 2,"Drama, Mecha, Military, Sci-Fi","Genres: Drama, Mecha, Military, Sci-Fi. Studio: A-1 Pictures. Rating: 8.73",https://cdn.myanimelist.net/images/anime/1321/117508.jpg
8841,Kore wa Zombie desu ka?,"Action, Comedy, Ecchi, Harem, Supernatural, Vampire","Genres: Action, Comedy, Ecchi, Harem, Supernatural, Vampire. Studio: Studio Deen. Rating: 7.32",https://cdn.myanimelist.net/images/anime/13/75521.webp
38668,Dorohedoro,"Action, Comedy, Fantasy, Gore, Horror, Seinen","Genres: Action, Comedy, Fantasy, Gore, Horror, Seinen. Studio: MAPPA. Rating: 8.05",https://cdn.myanimelist.net/images/anime/1230/119278.webp
136,Hunter x Hunter,"Action, Adventure, Fantasy, Shounen","Genres: Action, Adventure, Fantasy, Shounen. Studio: Nippon Animation. Rating: 8.44",https://cdn.myanimelist.net/images/anime/1305/132237.jpg
7311,Suzumiya Haruhi no Shoushitsu,"Award Winning, Mystery, School, Sci-Fi, Supernatural","Genres: Award Winning, Mystery, School, Sci-Fi, Supernatural. Studio: Kyoto Animation. Rating: 8.59",https://cdn.myanimelist.net/images/anime/1248/112352.webp
7724,Shiki,"Gore, Horror, Mystery, Psychological, Shounen, Supernatural, Suspense, Vampire","Genres: Gore, Horror, Mystery, Psychological, Shounen, Supernatural, Suspense, Vampire. Studio: Daume. Rating: 7.72",https://cdn.myanimelist.net/images/anime/1531/119165.jpg
6213,Toaru Kagaku no Railgun,"Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy","Genres: Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy. Studio: J.C.Staff. Rating: 7.65",https://cdn.myanimelist.net/images/anime/1099/106939.jpg
40750,Kaifuku Jutsushi no Yarinaoshi,"Action, Erotica, Fantasy, Gore, Harem, Time Travel","Genres: Action, Erotica, Fantasy, Gore, Harem, Time Travel. Studio: TNK. Rating: 6.3",https://cdn.myanimelist.net/images/anime/1301/110018.webp
